DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA NAME,Crm Cd Desc,Vict Age,Vict Sex,Vict Descent,Weapon Desc,Status Desc,LOCATION
200504017,01/01/2020 12:00:00 AM,01/01/2020 12:00:00 AM,100,Harbor,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",20,M,H,HAND GUN,Invest Cont,1600    228TH                        ST
200504019,01/01/2020 12:00:00 AM,01/01/2020 12:00:00 AM,1000,Harbor,ATTEMPTED ROBBERY,15,M,H,OTHER KNIFE,Juv Other,200 S  CENTRE                       ST
200504021,01/01/2020 12:00:00 AM,01/01/2020 12:00:00 AM,1930,Harbor,INTIMATE PARTNER - SIMPLE ASSAULT,36,F,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Arrest,100 W  SANTA CRUZ                   ST
200504032,01/01/2020 12:00:00 AM,01/01/2020 12:00:00 AM,400,Harbor,INTIMATE PARTNER - SIMPLE ASSAULT,20,F,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,1600 W  260TH                        ST
200504035,01/01/2020 12:00:00 AM,01/01/2020 12:00:00 AM,430,Harbor,BURGLARY FROM VEHICLE,45,M,H,,Invest Cont,200 W  G                            ST
200504036,01/01/2020 12:00:00 AM,01/01/2020 12:00:00 AM,2130,Harbor,THEFT PLAIN - PETTY ($950 & UNDER),19,M,B,,Invest Cont,500 S  GAFFEY                       ST
200517938,12/18/2020 12:00:00 AM,12/18/2020 12:00:00 AM,342,Harbor,BURGLARY,0,X,X,,Invest Cont,600 W  184TH                        ST
200504040,01/01/2020 12:00:00 AM,01/01/2020 12:00:00 AM,1250,Harbor,BATTERY - SIMPLE ASSAULT,52,F,W,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,3700    STEPHEN M WHITE              DR
200504050,01/01/2020 12:00:00 AM,01/01/2020 12:00:00 AM,1730,Harbor,VANDALISM - MISDEAMEANOR ($399 OR UNDER),25,F,H,,Adult Other,1600 N  AVALON                       BL
200504051,01/01/2020 12:00:00 AM,01/01/2020 12:00:00 AM,700,Harbor,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0,X,X,,Invest Cont,1000 W  C                            ST
200504052,01/01/2020 12:00:00 AM,01/01/2020 12:00:00 AM,1400,Harbor,TRESPASSING,29,M,W,,Adult Other,1800 W  SANTA CRUZ                   ST
200504056,01/02/2020 12:00:00 AM,01/01/2020 12:00:00 AM,2000,Harbor,BURGLARY FROM VEHICLE,47,M,H,,Invest Cont,1300 S  LELAND                       ST
200504057,01/02/2020 12:00:00 AM,01/01/2020 12:00:00 AM,2030,Harbor,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),33,F,H,,Invest Cont,900    WILMINGTON                   BL
200504061,01/02/2020 12:00:00 AM,01/02/2020 12:00:00 AM,750,Harbor,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0,X,X,,Invest Cont,1400    WILMINGTON                   BL
200504071,01/02/2020 12:00:00 AM,01/02/2020 12:00:00 AM,1200,Harbor,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",28,F,H,,Adult Other,900 W  9TH                          ST
200504077,01/02/2020 12:00:00 AM,01/02/2020 12:00:00 AM,1555,Harbor,ROBBERY,51,F,W,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,13TH                         ST
200504080,01/02/2020 12:00:00 AM,01/01/2020 12:00:00 AM,1230,Harbor,BATTERY - SIMPLE ASSAULT,19,F,W,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,1600    TAPER                        AV
201105416,02/02/2020 12:00:00 AM,02/02/2020 12:00:00 AM,1410,Northeast,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",27,F,O,UNKNOWN WEAPON/OTHER WEAPON,Invest Cont,HOLLYWOOD
200504083,01/02/2020 12:00:00 AM,01/02/2020 12:00:00 AM,1545,Harbor,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0,X,X,,Invest Cont,R                            ST
200504091,01/02/2020 12:00:00 AM,01/02/2020 12:00:00 AM,1500,Harbor,CRIMINAL THREATS - NO WEAPON DISPLAYED,39,M,W,VERBAL THREAT,Adult Other,900 W  9TH                          ST
200504095,01/02/2020 12:00:00 AM,01/02/2020 12:00:00 AM,1700,Harbor,VIOLATION OF RESTRAINING ORDER,70,F,H,,Adult Arrest,300 W  3RD                          ST
200504097,01/03/2020 12:00:00 AM,01/02/2020 12:00:00 AM,2135,Harbor,VEHICLE - STOLEN,37,F,W,,Invest Cont,1700    LAKME                        AV
201421028,11/30/2020 12:00:00 AM,11/30/2020 12:00:00 AM,230,Pacific,CRIMINAL THREATS - NO WEAPON DISPLAYED,0,X,X,VERBAL THREAT,Adult Other,100    WORLD WAY
200504100,01/02/2020 12:00:00 AM,01/02/2020 12:00:00 AM,1745,Harbor,INTIMATE PARTNER - SIMPLE ASSAULT,24,M,W,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,600 W  17TH                         ST
200911621,06/26/2020 12:00:00 AM,06/25/2020 12:00:00 AM,2200,Van Nuys,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),39,F,H,,Invest Cont,3900    LONGVIEW VALLEY              RD
200504102,01/02/2020 12:00:00 AM,01/02/2020 12:00:00 AM,1812,Harbor,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0,X,X,,Invest Cont,100 W  ANAHEIM                      ST
200504103,01/02/2020 12:00:00 AM,01/02/2020 12:00:00 AM,1705,Harbor,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0,X,X,,Invest Cont,300 W  5TH                          ST
201915753,10/16/2020 12:00:00 AM,10/15/2020 12:00:00 AM,2000,Mission,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),38,F,H,,Invest Cont,15100    PARTHENIA                    ST
200504107,01/03/2020 12:00:00 AM,01/02/2020 12:00:00 AM,2200,Harbor,VEHICLE - STOLEN,0,,,,Invest Cont,500 W  11TH                         ST
200504108,01/03/2020 12:00:00 AM,01/02/2020 12:00:00 AM,2200,Harbor,VEHICLE - STOLEN,0,,,,Invest Cont,21100    NORMANDIE                    AV
200504109,01/03/2020 12:00:00 AM,01/02/2020 12:00:00 AM,2300,Harbor,VEHICLE - STOLEN,0,,,,Invest Cont,1300    BAYVIEW                      AV
200912991,08/01/2020 12:00:00 AM,08/01/2020 12:00:00 AM,530,Van Nuys,VEHICLE - STOLEN,0,,,,Invest Cont,5000    STERN                        AV
200504117,01/03/2020 12:00:00 AM,01/02/2020 12:00:00 AM,2200,Harbor,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",49,M,H,,Invest Cont,1300 W  225TH                        ST
201223163,10/22/2020 12:00:00 AM,10/22/2020 12:00:00 AM,1210,77th Street,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0,X,X,,Adult Arrest,6500    CRENSHAW                     BL
200704920,01/14/2020 12:00:00 AM,01/14/2020 12:00:00 AM,2130,Wilshire,BURGLARY FROM VEHICLE,26,F,W,,Invest Cont,3RD                          ST
200504123,01/03/2020 12:00:00 AM,01/03/2020 12:00:00 AM,637,Harbor,THEFT PLAIN - PETTY ($950 & UNDER),31,M,W,,Invest Cont,1600    214TH                        ST
201505390,01/29/2020 12:00:00 AM,01/28/2020 12:00:00 AM,1700,N Hollywood,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),48,M,H,,Invest Cont,11700    HART                         ST
200504133,01/03/2020 12:00:00 AM,01/02/2020 12:00:00 AM,1900,Harbor,VEHICLE - STOLEN,0,,,,Invest Cont,1500 E  YOUNG                        ST
201412356,06/11/2020 12:00:00 AM,06/10/2020 12:00:00 AM,2000,Pacific,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),30,F,W,,Invest Cont,FALMOUTH                     AV
200504152,01/03/2020 12:00:00 AM,01/03/2020 12:00:00 AM,1200,Harbor,CRIMINAL THREATS - NO WEAPON DISPLAYED,58,F,B,VERBAL THREAT,Invest Cont,1000 W  E                            ST
200504154,01/04/2020 12:00:00 AM,01/02/2020 12:00:00 AM,1330,Harbor,THEFT PLAIN - PETTY ($950 & UNDER),38,M,H,,Invest Cont,1200 W  7TH                          ST
200309141,03/28/2020 12:00:00 AM,03/28/2020 12:00:00 AM,430,Southwest,VANDALISM - MISDEAMEANOR ($399 OR UNDER),77,F,B,,Invest Cont,3700    GRAYBURN                     AV
200504156,01/03/2020 12:00:00 AM,01/03/2020 12:00:00 AM,2054,Harbor,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",31,F,H,,Invest Cont,1600 W  219TH                        ST
200504158,01/04/2020 12:00:00 AM,01/03/2020 12:00:00 AM,1400,Harbor,VANDALISM - MISDEAMEANOR ($399 OR UNDER),29,F,B,,Invest Cont,800 W  ANAHEIM                      ST
200106589,02/06/2020 12:00:00 AM,02/06/2020 12:00:00 AM,1437,Central,"DEFRAUDING INNKEEPER/THEFT OF SERVICES, $950 & UNDER",30,M,H,,Invest Cont,800 S  FLOWER                       ST
200911274,06/19/2020 12:00:00 AM,06/16/2020 12:00:00 AM,1145,Van Nuys,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),65,F,W,,Invest Cont,KESTER                       AV
200412775,09/15/2020 12:00:00 AM,09/15/2020 12:00:00 AM,530,Hollenbeck,VEHICLE - STOLEN,0,,,,Invest Cont,2600    WORKMAN                      ST
200609119,04/15/2020 12:00:00 AM,04/14/2020 12:00:00 AM,500,Hollywood,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),27,F,W,,Invest Cont,2200 N  BEACHWOOD                    DR
200504168,01/04/2020 12:00:00 AM,01/04/2020 12:00:00 AM,600,Harbor,ROBBERY,45,M,H,REVOLVER,Invest Cont,900 W  PACIFIC COAST                HY
200504170,01/04/2020 12:00:00 AM,01/03/2020 12:00:00 AM,1315,Harbor,VEHICLE - STOLEN,0,,,,Invest Cont,SANDISON                     ST
200712310,08/02/2020 12:00:00 AM,08/01/2020 12:00:00 AM,1230,Wilshire,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",81,F,W,,Invest Cont,HAUSER
201009608,06/02/2020 12:00:00 AM,06/02/2020 12:00:00 AM,10,West Valley,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",38,M,H,UNKNOWN WEAPON/OTHER WEAPON,Invest Cont,7800    BAIRD                        AV
200504181,01/04/2020 12:00:00 AM,01/04/2020 12:00:00 AM,220,Harbor,INTIMATE PARTNER - SIMPLE ASSAULT,23,M,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Arrest,600    SAMPSON                      WY
200504182,01/04/2020 12:00:00 AM,01/04/2020 12:00:00 AM,1430,Harbor,BRANDISH WEAPON,62,F,H,BLUNT INSTRUMENT,Invest Cont,600 W  OFARRELL                     ST
200504183,01/04/2020 12:00:00 AM,01/04/2020 12:00:00 AM,800,Harbor,TRESPASSING,0,X,X,,Invest Cont,1200 S  GAFFEY                       ST
200815733,10/26/2020 12:00:00 AM,10/25/2020 12:00:00 AM,2300,West LA,"VEHICLE - MOTORIZED SCOOTERS, BICYCLES, AND WHEELCHAIRS",39,M,W,,Invest Cont,11700    WILSHIRE                     BL
201408950,03/26/2020 12:00:00 AM,03/17/2020 12:00:00 AM,735,Pacific,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),63,M,W,,Invest Cont,ARIZONA                      PL
200504186,01/04/2020 12:00:00 AM,01/03/2020 12:00:00 AM,1500,Harbor,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",53,M,H,,Invest Cont,900 W  19TH                         ST
200504187,01/04/2020 12:00:00 AM,01/04/2020 12:00:00 AM,430,Harbor,BURGLARY FROM VEHICLE,52,F,B,,Invest Cont,400 S  GAFFEY                       ST
200504191,01/04/2020 12:00:00 AM,01/04/2020 12:00:00 AM,1320,Harbor,THEFT PLAIN - PETTY ($950 & UNDER),47,M,H,,Invest Cont,C                            ST
201408117,03/11/2020 12:00:00 AM,03/09/2020 12:00:00 AM,1730,Pacific,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),27,F,A,,Invest Cont,13600    MARINA POINTE                DR
200710521,06/15/2020 12:00:00 AM,05/30/2020 12:00:00 AM,1420,Wilshire,BATTERY POLICE (SIMPLE),0,M,X,UNKNOWN WEAPON/OTHER WEAPON,Invest Cont,3RD                          ST
201515493,09/23/2020 12:00:00 AM,09/23/2020 12:00:00 AM,1300,N Hollywood,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),20,M,H,,Invest Cont,11100    WEDDINGTON                   ST
200504204,01/04/2020 12:00:00 AM,01/04/2020 12:00:00 AM,1720,Harbor,ROBBERY,39,M,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,ANAHEIM                      ST
200504208,01/04/2020 12:00:00 AM,01/04/2020 12:00:00 AM,2320,Harbor,INTIMATE PARTNER - SIMPLE ASSAULT,48,F,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,182ND                        ST
201007959,04/11/2020 12:00:00 AM,04/10/2020 12:00:00 AM,1830,West Valley,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),48,M,W,,Invest Cont,17800    VENTURA                      BL
200504212,01/05/2020 12:00:00 AM,01/05/2020 12:00:00 AM,700,Harbor,DISCHARGE FIREARMS/SHOTS FIRED,0,X,X,REVOLVER,Adult Arrest,200 N  MALGREN                      AV
200504214,01/05/2020 12:00:00 AM,01/05/2020 12:00:00 AM,1430,Harbor,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",60,M,H,UNKNOWN FIREARM,Invest Cont,FIGUEROA
200504215,01/05/2020 12:00:00 AM,01/05/2020 12:00:00 AM,1430,Harbor,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",56,F,H,UNKNOWN FIREARM,Invest Cont,FIGUEROA
200504219,01/05/2020 12:00:00 AM,01/05/2020 12:00:00 AM,730,Harbor,VEHICLE - STOLEN,0,,,,Invest Cont,500 S  PACIFIC                      AV
200504220,01/05/2020 12:00:00 AM,01/05/2020 12:00:00 AM,915,Harbor,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0,X,X,,Invest Cont,200    ISLAND                       AV
200504221,01/05/2020 12:00:00 AM,01/04/2020 12:00:00 AM,2130,Harbor,INTIMATE PARTNER - SIMPLE ASSAULT,45,F,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,1400 W  209TH                        ST
201315390,08/08/2020 12:00:00 AM,08/06/2020 12:00:00 AM,2200,Newton,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),32,M,H,,Invest Cont,W  59TH                         PL
200504223,01/05/2020 12:00:00 AM,01/05/2020 12:00:00 AM,1,Harbor,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",81,M,W,,Invest Cont,700    DODSON                       AV
200504225,01/05/2020 12:00:00 AM,01/05/2020 12:00:00 AM,1505,Harbor,VIOLATION OF RESTRAINING ORDER,38,F,H,,Invest Cont,1100    FLINT                        AV
200504226,01/05/2020 12:00:00 AM,01/05/2020 12:00:00 AM,1630,Harbor,FAILURE TO YIELD,0,X,X,,Invest Cont,PACIFIC COAST                HY
200504227,01/05/2020 12:00:00 AM,01/05/2020 12:00:00 AM,2350,Harbor,VIOLATION OF COURT ORDER,38,F,H,,Invest Cont,1100    FLINT                        AV
200504228,01/05/2020 12:00:00 AM,01/03/2020 12:00:00 AM,1230,Harbor,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",47,M,W,HAND GUN,Invest Cont,26300    OZONE                        AV
200504229,01/05/2020 12:00:00 AM,01/05/2020 12:00:00 AM,2000,Harbor,BRANDISH WEAPON,30,M,W,HAMMER,Invest Cont,BROAD                        AV
200504230,01/05/2020 12:00:00 AM,01/05/2020 12:00:00 AM,1920,Harbor,CRIMINAL THREATS - NO WEAPON DISPLAYED,42,M,H,VERBAL THREAT,Adult Other,100 S  PACIFIC                      AV
200311076,05/08/2020 12:00:00 AM,05/07/2020 12:00:00 AM,1630,Southwest,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),58,F,H,,Invest Cont,W  27TH                         ST
200504232,01/06/2020 12:00:00 AM,01/06/2020 12:00:00 AM,300,Harbor,ROBBERY,65,M,W,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,1300 W  190TH                        ST
200706917,03/03/2020 12:00:00 AM,03/03/2020 12:00:00 AM,1140,Wilshire,BRANDISH WEAPON,47,M,H,HAND GUN,Invest Cont,1800 S  REDONDO                      BL
211408638,03/24/2021 12:00:00 AM,09/20/2020 12:00:00 AM,20,Pacific,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),63,M,W,,Invest Cont,MOORE                        ST
200712557,08/08/2020 12:00:00 AM,08/08/2020 12:00:00 AM,1015,Wilshire,"DEFRAUDING INNKEEPER/THEFT OF SERVICES, OVER $950.01",0,M,O,,Invest Cont,700 N  LA BREA                      AV
200504236,01/05/2020 12:00:00 AM,01/05/2020 12:00:00 AM,1740,Harbor,VANDALISM - MISDEAMEANOR ($399 OR UNDER),39,F,B,,Invest Cont,500 N  AVALON                       BL
200914352,09/05/2020 12:00:00 AM,09/04/2020 12:00:00 AM,2100,Van Nuys,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0,X,X,,Adult Arrest,7800    BURNET                       AV
200504243,01/06/2020 12:00:00 AM,01/05/2020 12:00:00 AM,1900,Harbor,VEHICLE - STOLEN,0,,,,Invest Cont,1200 S  GAFFEY                       ST
200504244,01/06/2020 12:00:00 AM,01/02/2020 12:00:00 AM,335,Harbor,ARSON,31,M,O,,Invest Cont,00900 N  AVALON                       BL
201111008,07/01/2020 12:00:00 AM,06/30/2020 12:00:00 AM,730,Northeast,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),38,F,W,,Adult Arrest,2500    GRIFFITH PARK                BL
200504246,01/06/2020 12:00:00 AM,01/03/2020 12:00:00 AM,1400,Harbor,THEFT PLAIN - PETTY ($950 & UNDER),72,M,W,,Invest Cont,24700    AVALON                       BL
200504249,01/06/2020 12:00:00 AM,01/05/2020 12:00:00 AM,1500,Harbor,BURGLARY,0,X,X,,Invest Cont,700    AVERILL                      AV
200504251,01/06/2020 12:00:00 AM,01/03/2020 12:00:00 AM,1550,Harbor,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",50,F,H,HAND GUN,Invest Cont,190TH
200504263,01/06/2020 12:00:00 AM,01/05/2020 12:00:00 AM,1700,Harbor,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0,,,,Invest Cont,400    HAWAIIAN                     AV
200504265,01/06/2020 12:00:00 AM,01/06/2020 12:00:00 AM,1130,Harbor,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0,X,X,,Invest Cont,900 N  WESTERN                      AV
200504267,01/06/2020 12:00:00 AM,01/06/2020 12:00:00 AM,1150,Harbor,THEFT PLAIN - PETTY ($950 & UNDER),0,X,X,,Invest Cont,200 S  GAFFEY                       ST
200504268,01/06/2020 12:00:00 AM,01/06/2020 12:00:00 AM,700,Harbor,VEHICLE - ATTEMPT STOLEN,23,M,H,,Invest Cont,800    SIGSBEE                      AV
200504269,01/06/2020 12:00:00 AM,01/06/2020 12:00:00 AM,1,Harbor,THEFT OF IDENTITY,52,M,H,,Invest Cont,1200 W  F                            ST
200107529,02/21/2020 12:00:00 AM,02/20/2020 12:00:00 AM,1550,Central,VEHICLE - STOLEN,0,,,,Invest Cont,OLYMPIC
200815836,10/28/2020 12:00:00 AM,10/28/2020 12:00:00 AM,1630,West LA,VIOLATION OF COURT ORDER,81,F,O,,Adult Other,1300    MIDVALE                      AV
200504270,01/06/2020 12:00:00 AM,01/06/2020 12:00:00 AM,450,Harbor,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),43,F,H,,Invest Cont,PACIFIC COAST                HY
200504276,01/06/2020 12:00:00 AM,01/06/2020 12:00:00 AM,1000,Harbor,VANDALISM - MISDEAMEANOR ($399 OR UNDER),21,M,W,,Invest Cont,2100 N  GAFFEY                       ST
200504277,01/06/2020 12:00:00 AM,01/06/2020 12:00:00 AM,1500,Harbor,BURGLARY,67,M,F,,Invest Cont,1200 W  CRUCES                       ST
200506238,02/22/2020 12:00:00 AM,02/22/2020 12:00:00 AM,1105,Harbor,VEHICLE - STOLEN,0,,,,Invest Cont,19700    PACIFIC GATEWAY              DR
221704906,01/24/2022 12:00:00 AM,10/17/2020 12:00:00 AM,625,Devonshire,THEFT OF IDENTITY,47,M,W,,Invest Cont,20500    LASSEN                       ST
200504281,01/06/2020 12:00:00 AM,01/04/2020 12:00:00 AM,1,Harbor,"RAPE, FORCIBLE",20,F,B,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,1300    FIGUEROA                     PL
200504282,01/06/2020 12:00:00 AM,01/06/2020 12:00:00 AM,1920,Harbor,INTIMATE PARTNER - SIMPLE ASSAULT,23,M,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,300 W  3RD                          ST
200504284,01/06/2020 12:00:00 AM,01/03/2020 12:00:00 AM,200,Harbor,INTIMATE PARTNER - AGGRAVATED ASSAULT,29,F,B,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,1000    HARBOR HEIGHTS               DR
200504285,01/05/2020 12:00:00 AM,01/03/2020 12:00:00 AM,1950,Harbor,VANDALISM - MISDEAMEANOR ($399 OR UNDER),48,M,B,,Invest Cont,1400 W  255TH                        ST
200504286,01/07/2020 12:00:00 AM,01/06/2020 12:00:00 AM,2200,Harbor,VEHICLE - STOLEN,0,,,,Invest Cont,1000    NEPTUNE                      AV
200504287,01/07/2020 12:00:00 AM,01/06/2020 12:00:00 AM,2200,Harbor,BURGLARY FROM VEHICLE,77,M,H,,Invest Cont,1000    NEPTUNE                      AV
200504288,01/06/2020 12:00:00 AM,01/06/2020 12:00:00 AM,1900,Harbor,INTIMATE PARTNER - SIMPLE ASSAULT,18,F,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,1400 S  GAFFEY                       ST
200504289,01/06/2020 12:00:00 AM,01/06/2020 12:00:00 AM,1900,Harbor,INTIMATE PARTNER - SIMPLE ASSAULT,19,M,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,1400 S  GAFFEY                       ST
200504290,01/07/2020 12:00:00 AM,01/06/2020 12:00:00 AM,1400,Harbor,BURGLARY FROM VEHICLE,0,X,X,,Invest Cont,GAFFEY                       ST
200504294,01/07/2020 12:00:00 AM,01/07/2020 12:00:00 AM,130,Harbor,BURGLARY,0,X,X,,Invest Cont,100 W  PACIFIC COAST                HY
200504295,01/07/2020 12:00:00 AM,01/02/2020 12:00:00 AM,1200,Harbor,THEFT OF IDENTITY,54,M,H,,Invest Cont,24400    AVALON                       BL
200504296,01/07/2020 12:00:00 AM,01/06/2020 12:00:00 AM,900,Harbor,BATTERY - SIMPLE ASSAULT,78,M,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,300 S  GAFFEY                       ST
200504303,01/07/2020 12:00:00 AM,01/07/2020 12:00:00 AM,1400,Harbor,BATTERY - SIMPLE ASSAULT,20,F,H,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,100 W  2ND                          ST
200504305,01/07/2020 12:00:00 AM,01/06/2020 12:00:00 AM,1600,Harbor,BURGLARY,0,X,X,,Invest Cont,1800 S  MESA                         ST
200504307,01/07/2020 12:00:00 AM,01/07/2020 12:00:00 AM,1120,Harbor,ROBBERY,0,X,X,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Arrest,1300 W  190TH                        ST
221206083,02/04/2022 12:00:00 AM,01/25/2020 12:00:00 AM,1,77th Street,THEFT OF IDENTITY,70,F,B,,Invest Cont,3300 W  74TH                         ST
200504310,01/07/2020 12:00:00 AM,01/07/2020 12:00:00 AM,1500,Harbor,"BURGLARY, ATTEMPTED",42,F,B,,Invest Cont,500 W  14TH                         ST
200504311,01/07/2020 12:00:00 AM,01/07/2020 12:00:00 AM,730,Harbor,BURGLARY FROM VEHICLE,62,F,A,,Invest Cont,700 W  182ND                        ST
200504312,01/07/2020 12:00:00 AM,01/07/2020 12:00:00 AM,1225,Harbor,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",73,F,W,OTHER KNIFE,Invest Cont,1100 W  DON                          ST
200504313,01/07/2020 12:00:00 AM,01/07/2020 12:00:00 AM,1230,Harbor,"THEFT, PERSON",0,X,X,,Invest Cont,1200 W  I                            ST
200504314,01/07/2020 12:00:00 AM,01/07/2020 12:00:00 AM,1450,Harbor,BATTERY - SIMPLE ASSAULT,52,M,W,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,SANDISON
201309995,04/26/2020 12:00:00 AM,04/26/2020 12:00:00 AM,1900,Newton,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),32,M,H,,Invest Cont,SLAUSON
201609881,06/11/2020 12:00:00 AM,06/11/2020 12:00:00 AM,1030,Foothill,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),56,F,H,,Invest Cont,11100    ORO VISTA                    AV
201418512,10/08/2020 12:00:00 AM,10/08/2020 12:00:00 AM,1,Pacific,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),50,M,W,,Invest Cont,FRANCES                      AV
200504324,01/07/2020 12:00:00 AM,01/07/2020 12:00:00 AM,2030,Harbor,ATTEMPTED ROBBERY,30,M,A,REVOLVER,Invest Cont,19500    NORMANDIE                    AV
200711079,06/30/2020 12:00:00 AM,06/29/2020 12:00:00 AM,1550,Wilshire,CRIMINAL THREATS - NO WEAPON DISPLAYED,26,F,H,VERBAL THREAT,Adult Arrest,1500    4TH                          AV
200504327,01/03/2020 12:00:00 AM,01/03/2020 12:00:00 AM,200,Harbor,BATTERY - SIMPLE ASSAULT,38,M,O,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,9TH                          ST
200613473,08/03/2020 12:00:00 AM,08/03/2020 12:00:00 AM,1330,Hollywood,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),24,F,W,,Invest Cont,FRANKLIN
